,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
12564,2307290007,e_e004919,15,그랜드 인터컨티넨탈 서울 파르나스,2023-07-29,2023-07-30,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,127.0608271,37.5092906,,,POI01000TR026756V,그랜드인터컨티넨탈 서울파르나스,240.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12568,2307300004,e_e004919,19,그랜드 인터컨티넨탈 서울 파르나스,2023-07-30,2023-07-30,서울 강남구 테헤란로 521,서울 강남구 삼성동 159-8,127.0608271,37.5092906,,,POI01000TR026756V,그랜드인터컨티넨탈 서울파르나스,150.0,24,Y,2.0,1.0,5.0,5.0,5.0,
12603,2307220004,e_e004945,4,T7 호텔,2023-07-22,2023-07-23,경기 용인시 처인구 백옥대로 1130,경기 용인시 처인구 김량장동 121-1,127.2090284,37.2364679,,,POI010000006RVIRX,T7호텔,210.0,24,N,8.0,1.0,5.0,5.0,5.0,
12613,2307160004,e_e004948,4,산으로 간 니모,2023-07-16,2023-07-17,경기 가평군 조종면 연인산로 670-321,경기 가평군 조종면 마일리 71,127.3972581,37.8546145,,,POI02001TR014239V,산으로간니모,540.0,24,N,2.0,5.0,5.0,5.0,5.0,
12627,2307230004,e_e004961,4,소노휴,2023-07-23,2023-07-23,경기 양평군 개군면 신내길7번길 55,경기 양평군 개군면 공세리 389-7,,,,,,,150.0,24,N,8.0,4.0,3.0,3.0,3.0,
12630,2307230007,e_e004961,7,소노휴,2023-07-23,2023-07-24,경기 양평군 개군면 신내길7번길 55,경기 양평군 개군면 공세리 389-7,,,,,,,240.0,24,N,8.0,4.0,3.0,3.0,3.0,
12658,2307270002,e_e004977,9,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-27,2023-07-28,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,150.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12659,2307270003,e_e004977,2,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-27,2023-07-27,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12663,2307270007,e_e004977,6,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-27,2023-07-27,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,90.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12667,2307280002,e_e004977,11,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-28,2023-07-28,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,390.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12670,2307280005,e_e004977,14,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-28,2023-07-28,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,240.0,24,Y,4.0,1.0,5.0,5.0,5.0,
12675,2307110004,e_e004979,4,다나 호텔,2023-07-11,2023-07-11,서울 종로구 수표로18길 10,서울 종로구 관수동 143-5,126.9900683,37.5691629,,,POI010000006GKCR5,다나호텔,300.0,24,N,8.0,1.0,5.0,5.0,5.0,
12678,2307110007,e_e004979,7,다나 호텔,2023-07-11,2023-07-12,서울 종로구 수표로18길 10,서울 종로구 관수동 143-5,126.9900683,37.5691629,,,POI010000006GKCR5,다나호텔,1380.0,24,N,8.0,1.0,5.0,5.0,5.0,
12683,2307120005,e_e004979,12,IMT 모텔,2023-07-12,2023-07-12,서울 종로구 수표로18가길 8,서울 종로구 관수동 140,126.9903004,37.5690512,,,POI01000TR043020V,IMT모텔,180.0,24,N,8.0,2.0,3.0,3.0,3.0,
12685,2307120007,e_e004979,14,IMT 모텔,2023-07-12,2023-07-13,서울 종로구 수표로18가길 8,서울 종로구 관수동 140,126.9903004,37.5690512,,,POI01000TR043020V,IMT모텔,90.0,24,N,8.0,2.0,3.0,3.0,3.0,
12698,2307220002,e_e004984,6,AC 호텔 바이 메리어트 서울 강남,2023-07-22,2023-07-23,서울 강남구 테헤란로25길 10,서울 강남구 역삼동 642,127.0354203,37.501237,,,POI02000TR004504V,AC 호텔 바이 메리어트 서울 강남,390.0,24,N,2.0,1.0,5.0,5.0,5.0,
12710,2307190002,e_e004987,5,헤르메스 호텔 에버랜드점,2023-07-19,2023-07-20,경기 용인시 처인구 포곡읍 전대로78번길 11-12,,,,,,,,60.0,24,N,6.0,2.0,5.0,4.0,4.0,4146125000.0
12785,2308010004,e_e005025,10,W 지우 리조트,2023-08-01,2023-08-02,경기 가평군 가평읍 북한강변로 970-9,경기 가평군 가평읍 달전리 159-15,127.5232845,37.7997939,,,POI01000000D2F6NJ,W지우리조트,240.0,24,N,5.0,4.0,4.0,3.0,3.0,
12790,2308010009,e_e005025,8,W 지우 리조트,2023-08-01,2023-08-01,경기 가평군 가평읍 북한강변로 970-9,경기 가평군 가평읍 달전리 159-15,127.5232845,37.7997939,,,POI01000000D2F6NJ,W지우리조트,210.0,24,N,5.0,4.0,3.0,3.0,3.0,
12800,2307220005,e_e005026,5,아쯔아쯔 료칸,2023-07-22,2023-07-22,경기 동두천시 탑신로 239,경기 동두천시 탑동동 329,127.1172596,37.8969176,,,POI02000TR004513V,아쯔아쯔 료칸,90.0,24,N,2.0,3.0,3.0,2.0,2.0,
12802,2307220007,e_e005026,7,아쯔아쯔 료칸,2023-07-22,2023-07-23,경기 동두천시 탑신로 239,경기 동두천시 탑동동 329,127.1172596,37.8969176,,,POI02000TR004514V,아쯔아쯔 료칸,150.0,24,N,2.0,3.0,3.0,2.0,2.0,
12810,2307210004,e_e005028,4,서머셋 센트럴 분당,2023-07-21,2023-07-21,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,60.0,24,N,2.0,1.0,5.0,4.0,4.0,
12811,2307210005,e_e005028,5,서머셋 센트럴 분당,2023-07-21,2023-07-22,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,240.0,24,N,2.0,1.0,5.0,5.0,5.0,
12813,2307220002,e_e005028,6,서머셋 센트럴 분당,2023-07-22,2023-07-22,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,60.0,24,N,2.0,1.0,4.0,4.0,4.0,
12814,2307220003,e_e005028,7,서머셋 센트럴 분당,2023-07-22,2023-07-22,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,30.0,24,N,7.0,1.0,2.0,2.0,2.0,
12815,2307220004,e_e005028,8,서머셋 센트럴 분당,2023-07-22,2023-07-22,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,60.0,24,N,8.0,1.0,5.0,5.0,5.0,
12816,2307220005,e_e005028,9,서머셋 센트럴 분당,2023-07-22,2023-07-22,경기 성남시 분당구 황새울로311번길 36,경기 성남시 분당구 서현동 261-1,127.1212072,37.3865567,,,POI01000000DRMAEA,서머셋센트럴분당,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
12833,2308050002,e_e005110,4,더 숲 하우스,2023-08-05,2023-08-06,경기 가평군 청평면 머내길 10,경기 가평군 청평면 대성리 291-1,127.3938587,37.7109205,,,POI03000TR001751V,더숲하우스,450.0,24,N,2.0,3.0,5.0,5.0,5.0,
12846,2307290002,e_e005116,2,교동 장독대 마을,2023-07-29,2023-07-30,경기 포천시 관인면 신교동로 148-11,경기 포천시 관인면 중리 9-2,,,,,,,750.0,24,N,10.0,6.0,4.0,4.0,4.0,
12887,2307240009,e_e005154,9,큐브 게스트하우스,2023-07-24,2023-07-25,서울 용산구 이태원로23길 28-4,서울 용산구 이태원동 122-7,126.9920754,37.5357793,,,POI02000TR004717V,큐브게스트하우스,240.0,24,N,7.0,7.0,4.0,3.0,3.0,
12893,2307250006,e_e005154,15,호텔수,2023-07-25,2023-07-26,서울 영등포구 영중로4길 29,서울 영등포구 영등포동3가 13-10,126.9095292,37.5179663,,,POI010000006HOC6P,호텔수,360.0,24,N,8.0,2.0,4.0,3.0,3.0,
12911,2307170003,e_e005160,3,아난티 코드,2023-07-17,2023-07-17,경기 가평군 설악면 유명로 1007-90,경기 가평군 설악면 방일리 717,127.4802174,37.6254928,,,POI01000000BG1LMV,아난티코드,120.0,24,Y,4.0,4.0,5.0,5.0,5.0,
12915,2307170008,e_e005160,7,아난티 코드,2023-07-17,2023-07-18,경기 가평군 설악면 유명로 1007-90,경기 가평군 설악면 방일리 717,127.4802174,37.6254928,,,POI01000000BG1LMV,아난티코드,360.0,24,Y,4.0,4.0,5.0,5.0,5.0,
12942,2307270006,e_e005172,6,호텔 달,2023-07-27,2023-07-27,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,60.0,24,N,6.0,2.0,5.0,5.0,5.0,
12946,2307270010,e_e005172,10,보영 만두 북문 본점,2023-07-27,2023-07-27,경기 수원시 장안구 팔달로 271,경기 수원시 장안구 영화동 282-3,127.0143933,37.2895012,,,POI01000TR018195V,보영만두 북문본점,30.0,11,N,1.0,2.0,4.0,3.0,3.0,
12947,2307270011,e_e005172,11,호텔 달,2023-07-27,2023-07-28,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,1410.0,24,N,2.0,2.0,5.0,5.0,5.0,
12954,2307280007,e_e005172,18,호텔 달,2023-07-28,2023-07-29,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,120.0,24,N,6.0,2.0,5.0,5.0,5.0,
13004,2307290007,e_e005201,7,코트야드바이메리어트,2023-07-29,2023-07-29,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,,,,,,,120.0,24,N,7.0,1.0,4.0,3.0,3.0,
13006,2307290009,e_e005201,9,코트야드바이메리어트,2023-07-29,2023-07-30,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,,,,,,,60.0,24,N,7.0,1.0,4.0,3.0,3.0,
13015,2307220005,e_e005206,6,채원당 바이 버틀러리,2023-07-22,2023-07-22,서울 종로구 자하문로19길 38-17,서울 종로구 옥인동 31-6,,,,,POI02000TR004723V,채원당 바이 버틀러리,60.0,24,N,2.0,6.0,4.0,4.0,4.0,
13018,2307220009,e_e005206,8,채원당 바이 버틀러리,2023-07-22,2023-07-23,서울 종로구 자하문로19길 38-17,서울 종로구 옥인동 31-6,126.9686967,37.5815352,,,POI02000TR004724V,채원당 바이 버틀러리,360.0,24,N,2.0,3.0,4.0,5.0,5.0,
13033,2307210002,e_e005217,5,앰배서더 서울 풀만호텔,2023-07-21,2023-07-22,서울 중구 동호로 287,,,,,,,,270.0,24,N,8.0,1.0,4.0,4.0,4.0,1114014400.0
13034,2307210003,e_e005217,2,앰배서더 서울 풀만호텔,2023-07-21,2023-07-21,서울 중구 동호로 287,,,,,,,,60.0,24,N,7.0,1.0,4.0,4.0,4.0,1114014400.0
13038,2307220002,e_e005217,10,앰배서더 서울 풀만호텔,2023-07-22,2023-07-23,서울 중구 동호로 287,서울 중구 장충동2가 186-54,127.0021742,37.5602678,,,POI01000TR003838V,앰배서더 서울풀만호텔,210.0,24,N,6.0,1.0,4.0,3.0,4.0,
13040,2307220004,e_e005217,8,앰배서더 서울 풀만호텔,2023-07-22,2023-07-22,서울 중구 동호로 287,서울 중구 장충동2가 186-54,127.0021742,37.5602678,,,POI01000TR003838V,앰배서더 서울풀만호텔,210.0,24,Y,6.0,1.0,4.0,4.0,3.0,
13042,2307230001,e_e005217,11,앰배서더 서울 풀만호텔,2023-07-23,2023-07-23,서울 중구 동호로 287,서울 중구 장충동2가 186-54,127.0021742,37.5602678,,,POI01000TR003838V,앰배서더 서울풀만호텔,270.0,24,N,6.0,1.0,4.0,3.0,3.0,
13068,2307300009,e_e005221,9,호텔야자,2023-07-30,2023-07-31,서울 서대문구 연세로2길 15-4,서울 서대문구 창천동 29-59,126.9378887,37.5562249,,,POI03000TR000060V,나랑,30.0,24,N,2.0,2.0,5.0,5.0,5.0,
13088,2307270009,e_e005234,9,유니언 호텔,2023-07-27,2023-07-28,서울 영등포구 양평로 136,서울 영등포구 양평동5가 62,126.8930559,37.5386756,,,POI02000TR004869V,유니언호텔,60.0,24,N,6.0,1.0,5.0,5.0,5.0,
13098,2308040003,e_e005235,5,더 노벰버 라운지 인천 송도점,2023-08-04,2023-08-04,인천 연수구 컨벤시아대로230번길 42,인천 연수구 송도동 98-2,126.6349035,37.3880789,,,POI01000000CYUFBQ,더노벰버,0.0,24,N,6.0,1.0,5.0,5.0,5.0,
13102,2308040007,e_e005235,9,더 노벰버 라운지 인천 송도점,2023-08-04,2023-08-05,인천 연수구 컨벤시아대로230번길 42,인천 연수구 송도동 98-2,126.6349035,37.3880789,,,POI01000000CYUFBQ,더노벰버,30.0,24,N,6.0,1.0,5.0,5.0,5.0,
13110,2308050006,e_e005235,15,더 노벰버 라운지 인천 송도점,2023-08-05,2023-08-05,인천 연수구 컨벤시아대로230번길 42,인천 연수구 송도동 98-2,126.6349035,37.3880789,,,POI01000000CYUFBQ,더노벰버,30.0,24,N,6.0,1.0,5.0,5.0,5.0,
13112,2308050008,e_e005235,17,더 노벰버 라운지 인천 송도점,2023-08-05,2023-08-06,인천 연수구 컨벤시아대로230번길 42,인천 연수구 송도동 98-2,126.6349035,37.3880789,,,POI01000000CYUFBQ,더노벰버,30.0,24,N,6.0,1.0,5.0,5.0,5.0,
13128,2307160003,e_e005239,3,망고 키즈 풀빌라,2023-07-16,2023-07-17,경기 가평군 상면 축령로45번길 93-12,경기 가평군 상면 행현리 322-5,,,,,,,690.0,24,N,2.0,3.0,5.0,4.0,4.0,
13148,2308010008,e_e005242,8,메이커스 X 이쁘다,2023-08-01,2023-08-01,서울 종로구 돈화문로11길 33,서울 종로구 낙원동 132-2,126.9895404,37.5723596,,,POI01000000B1G5NG,메이커스호텔,90.0,24,N,2.0,1.0,5.0,5.0,5.0,
13151,2308010011,e_e005242,11,메이커스 X 이쁘다,2023-08-01,2023-08-02,서울 종로구 돈화문로11길 33,서울 종로구 낙원동 132-2,126.9895404,37.5723596,,,POI01000000B1G5NG,메이커스호텔,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
13163,2307190006,e_e005245,6,그랜드 팰리스 호텔 인천,2023-07-19,2023-07-19,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,126.7092102,37.4020399,,,POI01000TR025554V,그랜드팰리스호텔 인천,120.0,24,N,8.0,2.0,2.0,2.0,2.0,
13166,2307190009,e_e005245,9,그랜드 팰리스 호텔 인천,2023-07-19,2023-07-20,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,126.7092102,37.4020399,,,POI01000TR025554V,그랜드팰리스호텔 인천,120.0,24,Y,11.0,2.0,3.0,3.0,3.0,
13174,2307200008,e_e005245,17,그랜드 팰리스 호텔 인천,2023-07-20,2023-07-21,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,126.7092102,37.4020399,,,POI01000TR025554V,그랜드팰리스호텔 인천,240.0,24,Y,11.0,2.0,3.0,3.0,3.0,
13181,2307280003,e_e005247,3,페어몬트앰배서더,2023-07-28,2023-07-28,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,150.0,24,N,6.0,1.0,5.0,4.0,4.0,
13184,2307280006,e_e005247,6,페어몬트앰배서더,2023-07-28,2023-07-28,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,210.0,24,Y,11.0,1.0,4.0,3.0,3.0,
13188,2307280010,e_e005247,10,페어몬트앰배서더,2023-07-28,2023-07-29,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,1410.0,24,Y,11.0,1.0,4.0,4.0,4.0,
13202,2307140006,e_e005257,6,더스테이트 호텔 선유,2023-07-14,2023-07-14,서울 영등포구 양평로 132,서울 영등포구 양평동5가 62-3,126.8933695,37.5385858,,,POI01000000DRM3SH,더스테이트선유호텔,60.0,24,N,6.0,1.0,5.0,4.0,4.0,
13204,2307140008,e_e005257,8,더스테이트 호텔 선유,2023-07-14,2023-07-15,서울 영등포구 양평로 132,서울 영등포구 양평동5가 62-3,126.8933695,37.5385858,,,POI01000000DRM3SH,더스테이트선유호텔,300.0,24,N,6.0,1.0,5.0,4.0,4.0,
13212,2307280003,e_e005258,3,골드 호텔,2023-07-28,2023-07-29,경기 남양주시 별내면 청학로92번길 133,경기 남양주시 별내면 청학리 494-27,127.1108712,37.7093567,,,POI01000000B1T6GN,호텔골드,300.0,24,N,8.0,1.0,4.0,2.0,2.0,
13220,2307290008,e_e005258,11,구리갈매대방디엠시티 메트로카운티 오피스텔,2023-07-29,2023-07-29,경기 구리시 산마루로 5,경기 구리시 갈매동 599-2,127.1155012,37.6323059,,,POI02000TR004880V,구리갈매대방디엠시티메트로카운티오피스텔,60.0,24,N,2.0,11.0,5.0,5.0,5.0,
13222,2307290010,e_e005258,14,구리갈매대방디엠시티 메트로카운티 오피스텔,2023-07-29,2023-07-30,경기 구리시 산마루로 5,경기 구리시 갈매동 599-2,127.1155012,37.6323059,,,POI02000TR004881V,구리갈매대방디엠시티메트로카운티오피스텔,240.0,24,N,2.0,11.0,4.0,3.0,4.0,
13228,2307190002,e_e005263,5,라마다바이원덤 서울 동대문,2023-07-19,2023-07-20,서울 중구 동호로 354,서울 중구 을지로5가 275-3,127.0026984,37.5658945,,,POI02000TR004644V,라마다바이원덤 서울동대문,150.0,24,N,8.0,1.0,2.0,1.0,1.0,
13238,2307200007,e_e005263,12,라마다바이원덤 서울 동대문,2023-07-20,2023-07-21,서울 중구 동호로 354,서울 중구 을지로5가 275-3,127.0026984,37.5658945,,,POI02000TR004649V,라마다바이원덤 서울동대문,1410.0,24,Y,8.0,1.0,3.0,2.0,2.0,
13243,2307210005,e_e005263,17,더코노셔레지던스,2023-07-21,2023-07-22,서울 영등포구 국회대로68길 24,서울 영등포구 여의도동 15-13,126.9201286,37.528249,,,POI010000006HMN5X,더코노셔레지던스,270.0,24,N,6.0,1.0,1.0,1.0,1.0,
13248,2307220005,e_e005263,22,더코노셔레지던스,2023-07-22,2023-07-23,서울 영등포구 국회대로68길 24,서울 영등포구 여의도동 15-13,126.9201286,37.528249,,,POI010000006HMN5X,더코노셔레지던스,180.0,24,Y,6.0,1.0,2.0,1.0,1.0,
13274,2307220008,e_e005278,8,아이비 스테이,2023-07-22,2023-07-23,경기 수원시 팔달구 갓매산로76번길 9,경기 수원시 팔달구 고등동 303-4,127.0022752,37.2704352,,,POI01000TR006493V,아이비스테이,30.0,24,N,8.0,2.0,5.0,5.0,5.0,
13295,2308050002,e_e005314,7,연희장,2023-08-05,2023-08-06,서울 서대문구 연희로 87,서울 서대문구 연희동 188-88,126.9300806,37.5660864,,,POI0100000098JE8I,연희장,120.0,24,N,8.0,7.0,4.0,4.0,4.0,
13312,2308040002,e_e005317,4,선셋 74,2023-08-04,2023-08-05,경기 가평군 청평면 호반로 740,경기 가평군 청평면 호명리 342-6,127.4664891,37.7085905,,,POI02000TR004895V,선셋740,420.0,24,N,2.0,7.0,5.0,4.0,4.0,
13354,2307200004,e_e005331,4,그랜드 팰리스 호텔 인천,2023-07-20,2023-07-20,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,,,,,,,30.0,24,N,8.0,1.0,4.0,4.0,3.0,
13360,2307200010,e_e005331,10,그랜드 팰리스 호텔 인천,2023-07-20,2023-07-20,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,,,,,,,60.0,24,Y,6.0,1.0,4.0,4.0,4.0,
13364,2307200014,e_e005331,14,그랜드 팰리스 호텔 인천,2023-07-20,2023-07-21,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,,,,,,,210.0,24,Y,8.0,1.0,3.0,3.0,3.0,
13366,2307210002,e_e005331,16,그랜드 팰리스 호텔 인천,2023-07-21,2023-07-21,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,,,,,,,60.0,24,Y,8.0,1.0,3.0,3.0,3.0,
13370,2307210006,e_e005331,20,그랜드 팰리스 호텔 인천,2023-07-21,2023-07-22,인천 남동구 호구포로 211,인천 남동구 논현동 647-5,,,,,,,210.0,24,Y,8.0,1.0,3.0,3.0,3.0,
13378,2308040003,e_e005334,3,블룸 비스타,2023-08-04,2023-08-04,경기 양평군 강하면 강남로 316,경기 양평군 강하면 전수리 1235,127.4219249,37.5003708,,,POI01000000BCENWG,블룸비스타,60.0,24,N,8.0,1.0,5.0,5.0,5.0,
13382,2308040007,e_e005334,7,블룸 비스타,2023-08-04,2023-08-05,경기 양평군 강하면 강남로 316,경기 양평군 강하면 전수리 1235,127.4219249,37.5003708,,,POI01000000BCENWG,블룸비스타,180.0,24,N,8.0,1.0,5.0,5.0,5.0,
13388,2308050006,e_e005334,13,블룸 비스타,2023-08-05,2023-08-06,경기 양평군 강하면 강남로 316,경기 양평군 강하면 전수리 1235,127.4219249,37.5003708,,,POI01000000BCENWG,블룸비스타,240.0,24,N,8.0,1.0,5.0,5.0,5.0,
13394,2307260004,e_e005335,3,포천 글램핑 앤 카라반,2023-07-26,2023-07-26,경기 포천시 화현면 화동로432번길 106,경기 포천시 화현면 화현리 716-8,127.3172845,37.902409,,,POI02000TR004731V,포천글램핑앤카라반,360.0,24,N,2.0,5.0,5.0,5.0,5.0,
13396,2307290002,e_e005340,4,세이스테이,2023-07-29,2023-07-30,국원말길 42-5,,,,,,,,540.0,24,N,2.0,3.0,5.0,5.0,5.0,4148032000.0
13406,2307200003,e_e005341,3,골든 튤립에버 용인 호텔,2023-07-20,2023-07-21,경기 용인시 처인구 포곡읍 전대로78번길 19-2,경기 용인시 처인구 포곡읍 전대리 356-1,,,,,,,360.0,24,N,6.0,1.0,5.0,5.0,5.0,
13418,2307290002,e_e005345,17,오성 건강랜드,2023-07-29,2023-07-30,서울 서대문구 모래내로 143,서울 서대문구 남가좌동 105-1,126.9170148,37.5694513,,,POI03000TR000093V,오성건강랜드,60.0,24,Y,8.0,11.0,5.0,5.0,5.0,
13434,2307300001,e_e005345,27,호텔 스타,2023-07-30,2023-07-31,서울 강남구 선릉로92길 8,서울 강남구 삼성동 141-21,127.049392,37.5053045,,,POI03000TR000108V,호텔스타,210.0,24,N,6.0,1.0,5.0,5.0,5.0,
13452,2307220005,e_e005351,5,메이플 베이,2023-07-22,2023-07-22,경기 가평군 가평읍 북한강변로 900,경기 가평군 가평읍 이화리 19-1,127.5183155,37.7974698,,,POI01000TR028082V,메이플베이,210.0,24,N,11.0,3.0,4.0,4.0,4.0,
13453,2307220007,e_e005351,6,메이플 베이,2023-07-22,2023-07-23,경기 가평군 가평읍 북한강변로 900,경기 가평군 가평읍 이화리 19-1,127.5183155,37.7974698,,,POI01000TR028082V,메이플베이,330.0,24,N,11.0,3.0,4.0,4.0,4.0,
13459,2307310002,e_e005368,7,메종 디파 티오,2023-07-31,2023-08-01,경기 가평군 가평읍 태봉두밀로 447,,127.541952,37.832881,,,POI03000TR000121V,메종드파티오,540.0,24,N,2.0,3.0,4.0,4.0,4.0,4182025000.0
13512,2307280008,e_e005407,7,루사나 호텔,2023-07-28,2023-07-29,서울 송파구 삼학사로 98,서울 송파구 석촌동 1-7,127.0975238,37.5059873,,,POI010000006KODNA,로사나호텔,150.0,24,N,6.0,1.0,5.0,5.0,5.0,
13517,2307290005,e_e005407,12,호텔 더 디자이너스 리즈 강남 프리미어,2023-07-29,2023-07-29,서울 강남구 봉은사로 113,서울 강남구 논현동 201-4,127.0259027,37.5051813,,,POI02000TR004887V,호텔더디자이너스 리즈강남프리미어,180.0,24,N,2.0,1.0,5.0,5.0,5.0,
13520,2307290008,e_e005407,15,호텔 더 디자이너스 리즈 강남 프리미어,2023-07-29,2023-07-30,서울 강남구 봉은사로 113,서울 강남구 논현동 201-4,127.0259027,37.5051813,,,POI02000TR004890V,호텔더디자이너스 리즈강남프리미어,210.0,24,Y,2.0,1.0,5.0,5.0,5.0,
13532,2307190015,e_e005408,7,라마다 평택 호텔,2023-07-19,2023-07-20,경기 평택시 포승읍 평택항로184번길 3-24,,,,,,,,150.0,24,N,7.0,1.0,5.0,4.0,4.0,4122025600.0
13560,2307210004,e_e005421,4,나인 트리 프리미어 호텔 인사동,2023-07-21,2023-07-21,서울 종로구 인사동길 49,서울 종로구 관훈동 155-2,126.9835789,37.5744835,,,POI01000TR100509V,나인트리프리미어호텔 인사동,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
13564,2307210008,e_e005421,8,나인 트리 프리미어 호텔 인사동,2023-07-21,2023-07-22,서울 종로구 인사동길 49,서울 종로구 관훈동 155-2,126.9835789,37.5744835,,,POI01000TR100509V,나인트리프리미어호텔 인사동,180.0,24,Y,4.0,1.0,5.0,5.0,5.0,
13579,2308020004,e_e005438,3,르컬렉티브 시흥 웨이브 파크,2023-08-02,2023-08-03,경기 시흥시 거북섬로 135,경기 시흥시 정왕동 2725,126.6809722,37.3207705,,,POI02000TR004732V,르컬렉티브 시흥 웨이브파크,270.0,24,N,5.0,1.0,5.0,5.0,5.0,
13585,2307260003,e_e005440,4,바라산 자연휴양림,2023-07-26,2023-07-27,경기 의왕시 바라산로 84,경기 의왕시 학의동 산 117-1,,,,,,,420.0,24,N,2.0,9.0,4.0,4.0,4.0,
13594,2307220005,e_e005442,4,축령산 자연휴양림,2023-07-22,2023-07-22,경기 남양주시 수동면 축령산로 299,경기 남양주시 수동면 외방리 280,127.313144,37.7547171,,,POI01000000BI11NE,축령산자연휴양림,300.0,24,Y,4.0,9.0,5.0,5.0,5.0,
13595,2307220006,e_e005442,5,축령산 자연휴양림,2023-07-22,2023-07-23,경기 남양주시 수동면 축령산로 299,경기 남양주시 수동면 외방리 280,127.313144,37.7547171,,,POI01000000BI11NE,축령산자연휴양림,270.0,24,Y,4.0,9.0,5.0,5.0,5.0,
13596,2307230001,e_e005442,6,축령산 자연휴양림,2023-07-23,2023-07-23,경기 남양주시 수동면 축령산로 299,경기 남양주시 수동면 외방리 280,127.313144,37.7547171,,,POI01000000BI11NE,축령산자연휴양림,180.0,24,Y,11.0,9.0,3.0,3.0,3.0,
